InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,TotalPurchaseValue,ProductCategory,Country
INV000526,CUST0085,2023-03-14 20:26:00,5,99.37,496.85,Home & Kitchen,United Kingdom
INV000728,CUST0028,2023-03-14 20:55:00,4,71.98,287.92,Electronics,Germany
INV000716,CUST0001,2023-03-15 02:22:00,2,84.52,169.04,Beauty,United Kingdom
INV002884,CUST0149,2023-03-15 14:00:00,1,58.68,58.68,Clothing,Spain
INV001971,CUST0166,2023-03-16 05:19:00,3,107.67,323.01,Beauty,United Kingdom
INV000532,CUST0027,2023-03-16 17:33:00,4,54.12,216.48,Electronics,France
INV002159,CUST0105,2023-03-16 21:33:00,7,272.69,1908.83,Clothing,France
INV000646,CUST0205,2023-03-18 04:01:00,3,56.92,170.76,Clothing,United Kingdom
INV002612,CUST0078,2023-03-18 08:29:00,1,49.41,49.41,Clothing,United Kingdom
INV002734,CUST0198,2023-03-18 09:48:00,4,61.98,247.92,Beauty,United Kingdom
INV002011,CUST0076,2023-03-18 17:41:00,6,91.56,549.36,Beauty,Germany
INV002505,CUST0157,2023-03-19 04:36:00,8,128.95,1031.6,Beauty,Germany
INV001254,CUST0046,2023-03-19 04:54:00,2,75.92,151.84,Beauty,United Kingdom
INV002388,CUST0013,2023-03-19 15:22:00,7,119.25,834.75,Electronics,United Kingdom
INV001098,CUST0182,2023-03-19 21:43:00,1,41.35,41.35,Beauty,United Kingdom
INV002997,CUST0232,2023-03-20 04:20:00,4,40.05,160.2,Electronics,Germany
INV002308,CUST0029,2023-03-20 13:50:00,3,44.02,132.06,Clothing,Germany
INV001298,CUST0137,2023-03-20 17:28:00,4,90.34,361.36,Clothing,United Kingdom
INV001532,CUST0045,2023-03-20 18:00:00,3,106.52,319.56,Sports,United Kingdom
INV002175,CUST0246,2023-03-20 19:43:00,19,278.84,5297.96,Clothing,France
INV000867,CUST0001,2023-03-21 04:28:00,4,74.35,297.4,Clothing,United Kingdom
INV001301,CUST0172,2023-03-21 05:47:00,1,50.41,50.41,Electronics,Spain
INV002110,CUST0119,2023-03-21 08:33:00,9,103.33,929.97,Clothing,United Kingdom
INV002668,CUST0230,2023-03-21 11:15:00,2,51.07,102.14,Electronics,United Kingdom
INV001581,CUST0236,2023-03-22 01:18:00,5,118.27,591.35,Home & Kitchen,Germany
INV000484,CUST0101,2023-03-22 06:35:00,1,49.72,49.72,Beauty,United Kingdom
INV000081,CUST0170,2023-03-22 08:11:00,3,45.98,137.94,Clothing,Netherlands
INV002221,CUST0066,2023-03-22 11:26:00,3,76.85,230.55,Sports,United Kingdom
INV000151,CUST0069,2023-03-23 03:00:00,1,61.8,61.8,Electronics,Germany
INV002927,CUST0062,2023-03-23 12:06:00,2,72.9,145.8,Sports,Netherlands
INV002102,CUST0122,2023-03-23 15:15:00,7,123.24,862.68,Clothing,United Kingdom
INV002686,CUST0098,2023-03-23 21:25:00,5,85.6,428.0,Sports,Netherlands
INV001712,CUST0025,2023-03-24 01:17:00,1,92.9,92.9,Clothing,United Kingdom
INV001091,CUST0001,2023-03-24 05:31:00,2,73.03,146.06,Sports,United Kingdom
INV001840,CUST0017,2023-03-24 08:27:00,3,67.22,201.66,Home & Kitchen,United Kingdom
INV002423,CUST0143,2023-03-24 10:32:00,1,103.95,103.95,Beauty,United Kingdom
INV002402,CUST0019,2023-03-24 22:02:00,2,75.88,151.76,Clothing,Germany
INV001352,CUST0165,2023-03-25 14:34:00,2,34.07,68.14,Clothing,United Kingdom
INV002847,CUST0096,2023-03-25 19:10:00,4,62.2,248.8,Clothing,United Kingdom
INV001370,CUST0237,2023-03-25 20:08:00,1,40.18,40.18,Beauty,United Kingdom
INV002531,CUST0191,2023-03-25 23:52:00,1,50.29,50.29,Sports,United Kingdom
INV001438,CUST0171,2023-03-26 12:52:00,5,121.21,606.05,Home & Kitchen,United Kingdom
INV002265,CUST0049,2023-03-27 04:24:00,1,46.26,46.26,Electronics,United Kingdom
INV000145,CUST0129,2023-03-27 11:08:00,1,65.04,65.04,Beauty,United Kingdom
INV001497,CUST0151,2023-03-27 19:36:00,10,293.42,2934.2,Clothing,Spain
INV001261,CUST0213,2023-03-27 22:08:00,5,129.55,647.75,Electronics,Spain
INV001236,CUST0072,2023-03-28 02:02:00,1,46.38,46.38,Sports,United Kingdom
INV000091,CUST0060,2023-03-28 05:03:00,2,68.04,136.08,Sports,United Kingdom
INV002446,CUST0003,2023-03-28 06:54:00,9,151.65,1364.85,Home & Kitchen,Germany
INV001441,CUST0025,2023-03-28 20:00:00,4,56.72,226.88,Beauty,United Kingdom
INV001593,CUST0133,2023-03-28 20:40:00,1,40.74,40.74,Electronics,United Kingdom
INV000492,CUST0201,2023-03-29 00:06:00,1,89.52,89.52,Clothing,United Kingdom
INV002523,CUST0007,2023-03-29 07:14:00,1,48.67,48.67,Home & Kitchen,France
INV002037,CUST0150,2023-03-29 12:58:00,3,83.12,249.36,Beauty,Germany
INV001618,CUST0196,2023-03-30 03:15:00,3,93.71,281.13,Home & Kitchen,France
INV001537,CUST0168,2023-03-30 03:41:00,2,29.77,59.54,Home & Kitchen,United Kingdom
INV001677,CUST0178,2023-03-30 06:27:00,4,60.38,241.52,Home & Kitchen,United Kingdom
INV001300,CUST0053,2023-03-30 08:27:00,6,102.17,613.02,Electronics,United Kingdom
INV001000,CUST0229,2023-03-30 14:03:00,1,191.48,191.48,Electronics,Germany
INV000797,CUST0187,2023-03-30 18:15:00,4,39.33,157.32,Beauty,Netherlands
INV001187,CUST0030,2023-03-31 07:23:00,2,41.91,83.82,Clothing,Spain
INV000465,CUST0224,2023-03-31 16:37:00,2,90.11,180.22,Beauty,United Kingdom
INV000739,CUST0007,2023-04-01 06:14:00,2,20.66,41.32,Electronics,United Kingdom
INV000838,CUST0134,2023-04-01 07:31:00,2,32.92,65.84,Beauty,United Kingdom
INV000506,CUST0197,2023-04-01 13:05:00,4,71.61,286.44,Beauty,United Kingdom
INV001017,CUST0228,2023-04-01 21:15:00,6,43.03,258.18,Sports,United Kingdom
INV001045,CUST0104,2023-04-01 21:52:00,2,82.83,165.66,Beauty,Germany
INV000650,CUST0240,2023-04-02 10:32:00,1,21.31,21.31,Clothing,Germany
INV001195,CUST0175,2023-04-02 18:19:00,1,85.22,85.22,Clothing,United Kingdom
INV002005,CUST0011,2023-04-03 04:53:00,1,63.17,63.17,Clothing,France
INV000621,CUST0249,2023-04-03 06:11:00,8,223.77,1790.16,Home & Kitchen,United Kingdom
INV001571,CUST0123,2023-04-03 09:50:00,1,89.48,89.48,Clothing,United Kingdom
INV001914,CUST0185,2023-04-03 14:29:00,3,87.4,262.2,Home & Kitchen,United Kingdom
INV000523,CUST0239,2023-04-03 15:37:00,1,72.6,72.6,Sports,United Kingdom
INV002052,CUST0104,2023-04-03 19:11:00,4,71.79,287.16,Clothing,United Kingdom
INV000864,CUST0113,2023-04-03 20:09:00,5,127.85,639.25,Home & Kitchen,United Kingdom
INV002958,CUST0191,2023-04-03 22:43:00,1,25.44,25.44,Clothing,United Kingdom
INV000850,CUST0136,2023-04-03 22:58:00,3,62.33,186.99,Home & Kitchen,Germany
INV001745,CUST0040,2023-04-03 23:37:00,2,48.83,97.66,Beauty,United Kingdom
INV002348,CUST0171,2023-04-04 16:07:00,9,122.94,1106.46,Clothing,United Kingdom
INV002079,CUST0208,2023-04-04 18:38:00,3,173.77,521.31,Electronics,United Kingdom
INV001206,CUST0132,2023-04-05 01:28:00,1,52.41,52.41,Electronics,France
INV000171,CUST0190,2023-04-05 03:43:00,1,47.53,47.53,Home & Kitchen,France
INV002509,CUST0136,2023-04-05 06:14:00,3,100.6,301.8,Electronics,United Kingdom
INV000839,CUST0118,2023-04-05 08:29:00,2,64.31,128.62,Sports,United Kingdom
INV002501,CUST0117,2023-04-05 08:35:00,2,142.17,284.34,Electronics,United Kingdom
INV002582,CUST0202,2023-04-05 15:10:00,3,67.35,202.05,Clothing,Germany
INV000964,CUST0225,2023-04-05 16:24:00,1,46.36,46.36,Beauty,United Kingdom
INV001592,CUST0084,2023-04-05 17:59:00,1,55.58,55.58,Clothing,France
INV001921,CUST0015,2023-04-06 02:57:00,1,26.64,26.64,Sports,United Kingdom
INV002294,CUST0241,2023-04-06 21:07:00,7,135.49,948.43,Home & Kitchen,United Kingdom
INV000117,CUST0019,2023-04-06 21:37:00,1,56.85,56.85,Beauty,Germany
INV000418,CUST0092,2023-04-07 09:50:00,12,108.08,1296.96,Home & Kitchen,France
INV000958,CUST0125,2023-04-07 14:15:00,1,35.93,35.93,Clothing,Germany
INV000197,CUST0186,2023-04-07 16:20:00,8,123.09,984.72,Clothing,Netherlands
INV000851,CUST0026,2023-04-07 22:30:00,2,160.28,320.56,Clothing,Netherlands
INV002637,CUST0102,2023-04-08 01:39:00,3,73.9,221.7,Electronics,France
INV001704,CUST0195,2023-04-08 11:59:00,3,34.35,103.05,Beauty,France
INV001799,CUST0194,2023-04-08 23:05:00,1,36.19,36.19,Electronics,United Kingdom
INV001702,CUST0029,2023-04-09 00:19:00,6,93.28,559.68,Beauty,United Kingdom
INV000290,CUST0013,2023-04-09 10:10:00,2,151.21,302.42,Clothing,Germany
INV002222,CUST0163,2023-04-09 12:47:00,1,98.58,98.58,Clothing,France
INV001964,CUST0199,2023-04-10 04:14:00,4,129.99,519.96,Sports,United Kingdom
INV000542,CUST0055,2023-04-10 17:08:00,3,73.4,220.2,Clothing,Germany
INV002553,CUST0150,2023-04-10 19:57:00,3,67.75,203.25,Home & Kitchen,United Kingdom
INV000589,CUST0054,2023-04-10 22:18:00,3,141.16,423.48,Home & Kitchen,United Kingdom
INV002066,CUST0204,2023-04-11 06:06:00,4,147.51,590.04,Beauty,Netherlands
INV000932,CUST0229,2023-04-11 06:33:00,4,112.55,450.2,Clothing,United Kingdom
INV002462,CUST0037,2023-04-11 17:25:00,4,93.25,373.0,Clothing,United Kingdom
INV002959,CUST0149,2023-04-12 08:57:00,1,45.38,45.38,Electronics,Netherlands
INV001488,CUST0233,2023-04-12 11:14:00,1,71.47,71.47,Beauty,Spain
INV000544,CUST0220,2023-04-12 12:41:00,7,80.75,565.25,Electronics,United Kingdom
INV000586,CUST0050,2023-04-13 00:54:00,1,41.52,41.52,Electronics,United Kingdom
INV001807,CUST0104,2023-04-13 06:07:00,1,86.6,86.6,Clothing,Netherlands
INV001287,CUST0234,2023-04-13 14:07:00,1,76.58,76.58,Clothing,United Kingdom
INV001133,CUST0128,2023-04-14 05:39:00,3,105.06,315.18,Sports,France
INV002195,CUST0078,2023-04-14 10:45:00,1,35.19,35.19,Beauty,United Kingdom
INV001956,CUST0122,2023-04-14 10:46:00,1,149.72,149.72,Clothing,United Kingdom
INV000129,CUST0140,2023-04-14 11:26:00,7,267.22,1870.54,Home & Kitchen,United Kingdom
INV001415,CUST0036,2023-04-15 08:44:00,7,81.28,568.96,Beauty,United Kingdom
INV000079,CUST0049,2023-04-15 09:01:00,3,58.95,176.85,Electronics,United Kingdom
INV002527,CUST0039,2023-04-15 12:56:00,7,138.64,970.48,Electronics,United Kingdom
INV000608,CUST0192,2023-04-15 17:10:00,4,41.11,164.44,Electronics,Netherlands
INV000672,CUST0093,2023-04-15 21:17:00,8,87.13,697.04,Home & Kitchen,United Kingdom
INV000699,CUST0155,2023-04-16 12:38:00,11,265.51,2920.61,Beauty,United Kingdom
INV001949,CUST0131,2023-04-16 17:53:00,4,66.34,265.36,Clothing,United Kingdom
INV002817,CUST0164,2023-04-16 18:15:00,3,65.3,195.9,Clothing,United Kingdom
INV000424,CUST0056,2023-04-17 11:08:00,10,329.14,3291.4,Clothing,Spain
INV002101,CUST0243,2023-04-17 19:05:00,8,192.21,1537.68,Home & Kitchen,France
INV001999,CUST0045,2023-04-17 19:10:00,3,78.48,235.44,Sports,United Kingdom
INV002729,CUST0065,2023-04-17 19:57:00,3,72.04,216.12,Home & Kitchen,Germany
INV002949,CUST0229,2023-04-18 05:00:00,4,76.06,304.24,Electronics,United Kingdom
INV001490,CUST0026,2023-04-18 11:48:00,2,151.95,303.9,Sports,Germany
INV001138,CUST0182,2023-04-18 19:51:00,1,40.39,40.39,Clothing,United Kingdom
INV001675,CUST0234,2023-04-18 23:39:00,1,61.68,61.68,Clothing,Netherlands
INV000928,CUST0093,2023-04-19 01:34:00,5,144.65,723.25,Electronics,Netherlands
INV000198,CUST0096,2023-04-19 02:38:00,1,23.39,23.39,Clothing,United Kingdom
INV000092,CUST0236,2023-04-19 15:21:00,4,128.24,512.96,Clothing,United Kingdom
INV002996,CUST0188,2023-04-19 18:13:00,1,45.65,45.65,Electronics,United Kingdom
INV002146,CUST0148,2023-04-19 20:58:00,2,69.11,138.22,Sports,United Kingdom
INV002590,CUST0242,2023-04-20 06:08:00,8,154.64,1237.12,Clothing,United Kingdom
INV002956,CUST0188,2023-04-20 13:47:00,3,89.48,268.44,Sports,United Kingdom
INV001025,CUST0005,2023-04-20 17:44:00,3,56.02,168.06,Home & Kitchen,Germany
INV001728,CUST0060,2023-04-20 19:38:00,4,73.77,295.08,Clothing,United Kingdom
INV000111,CUST0106,2023-04-21 01:38:00,2,42.82,85.64,Home & Kitchen,Germany
INV001839,CUST0192,2023-04-21 07:36:00,4,157.99,631.96,Electronics,United Kingdom
INV002766,CUST0154,2023-04-21 15:27:00,3,70.68,212.04,Clothing,France
INV001564,CUST0247,2023-04-21 20:21:00,2,65.4,130.8,Beauty,United Kingdom
INV000163,CUST0029,2023-04-21 20:36:00,2,79.98,159.96,Clothing,France
INV002692,CUST0044,2023-04-21 20:57:00,7,212.53,1487.71,Sports,Germany
INV001676,CUST0163,2023-04-22 06:03:00,1,75.53,75.53,Clothing,United Kingdom
INV002662,CUST0005,2023-04-22 06:11:00,1,43.26,43.26,Clothing,United Kingdom
INV001349,CUST0166,2023-04-22 19:37:00,8,133.59,1068.72,Home & Kitchen,United Kingdom
INV000534,CUST0205,2023-04-22 21:35:00,4,75.58,302.32,Sports,Germany
INV002167,CUST0162,2023-04-23 03:03:00,4,51.54,206.16,Clothing,Germany
INV001172,CUST0224,2023-04-23 03:50:00,3,85.72,257.16,Clothing,Germany
INV001099,CUST0215,2023-04-23 07:32:00,1,59.49,59.49,Electronics,United Kingdom
INV002740,CUST0161,2023-04-23 14:36:00,1,47.6,47.6,Electronics,France
INV002239,CUST0080,2023-04-23 20:06:00,3,23.94,71.82,Clothing,Spain
INV000635,CUST0184,2023-04-23 21:22:00,5,100.34,501.7,Sports,United Kingdom
INV001541,CUST0108,2023-04-24 04:44:00,3,135.16,405.48,Clothing,United Kingdom
INV001960,CUST0015,2023-04-24 08:44:00,1,50.91,50.91,Home & Kitchen,United Kingdom
INV001748,CUST0091,2023-04-24 22:33:00,1,45.1,45.1,Home & Kitchen,United Kingdom
INV000939,CUST0005,2023-04-25 11:56:00,1,36.45,36.45,Sports,United Kingdom
INV001440,CUST0042,2023-04-25 19:14:00,5,85.81,429.05,Sports,United Kingdom
INV002354,CUST0026,2023-04-26 07:58:00,5,173.6,868.0,Electronics,France
INV001102,CUST0063,2023-04-26 12:55:00,4,101.56,406.24,Beauty,United Kingdom
INV000301,CUST0217,2023-04-26 14:14:00,1,76.41,76.41,Electronics,United Kingdom
INV001496,CUST0145,2023-04-26 19:09:00,1,75.92,75.92,Clothing,United Kingdom
INV001337,CUST0109,2023-04-27 04:03:00,1,35.18,35.18,Sports,Germany
INV000379,CUST0065,2023-04-27 10:34:00,1,77.06,77.06,Electronics,United Kingdom
INV000343,CUST0142,2023-04-27 14:01:00,4,77.57,310.28,Electronics,Germany
INV000528,CUST0063,2023-04-27 19:44:00,5,139.59,697.95,Electronics,United Kingdom
INV001470,CUST0083,2023-04-28 04:06:00,4,65.57,262.28,Electronics,Germany
INV000653,CUST0111,2023-04-28 04:54:00,2,68.24,136.48,Clothing,Netherlands
INV002224,CUST0005,2023-04-28 11:37:00,1,63.39,63.39,Home & Kitchen,United Kingdom
INV002015,CUST0207,2023-04-28 17:16:00,1,41.97,41.97,Clothing,United Kingdom
INV002812,CUST0025,2023-04-29 02:29:00,1,51.9,51.9,Sports,Spain
INV002368,CUST0031,2023-04-29 09:17:00,1,73.51,73.51,Beauty,Germany
INV001724,CUST0090,2023-04-29 21:17:00,1,50.74,50.74,Clothing,France
INV002762,CUST0067,2023-04-30 09:34:00,1,34.5,34.5,Clothing,United Kingdom
INV000999,CUST0097,2023-04-30 18:12:00,1,60.17,60.17,Electronics,United Kingdom
INV000291,CUST0023,2023-05-01 09:17:00,3,49.56,148.68,Beauty,Germany
INV001796,CUST0221,2023-05-01 15:16:00,7,93.21,652.47,Clothing,United Kingdom
INV002171,CUST0170,2023-05-01 15:34:00,1,65.72,65.72,Clothing,Spain
INV000767,CUST0025,2023-05-02 02:37:00,4,72.53,290.12,Home & Kitchen,Germany
INV000010,CUST0234,2023-05-02 22:38:00,2,46.83,93.66,Home & Kitchen,United Kingdom
INV001547,CUST0093,2023-05-03 04:25:00,5,90.96,454.8,Electronics,United Kingdom
INV001573,CUST0046,2023-05-03 09:35:00,8,102.14,817.12,Clothing,United Kingdom
INV002507,CUST0156,2023-05-04 03:25:00,2,58.86,117.72,Electronics,United Kingdom
INV002179,CUST0237,2023-05-04 19:30:00,4,85.73,342.92,Beauty,United Kingdom
INV001659,CUST0003,2023-05-04 21:12:00,6,103.49,620.94,Sports,United Kingdom
INV001504,CUST0079,2023-05-05 13:02:00,3,46.99,140.97,Clothing,United Kingdom
INV000413,CUST0105,2023-05-05 16:36:00,6,161.08,966.48,Electronics,United Kingdom
INV002861,CUST0130,2023-05-06 08:13:00,4,71.46,285.84,Clothing,Germany
INV001599,CUST0142,2023-05-06 08:57:00,9,69.37,624.33,Sports,United Kingdom
INV002085,CUST0127,2023-05-06 19:53:00,3,166.26,498.78,Clothing,United Kingdom
INV000173,CUST0197,2023-05-06 20:10:00,3,122.51,367.53,Sports,Germany
INV001466,CUST0012,2023-05-07 01:42:00,10,250.31,2503.1,Electronics,Germany
INV000202,CUST0237,2023-05-07 18:53:00,2,63.95,127.9,Home & Kitchen,United Kingdom
INV002027,CUST0002,2023-05-07 20:55:00,12,205.57,2466.84,Electronics,United Kingdom
INV002913,CUST0191,2023-05-08 00:34:00,2,46.85,93.7,Sports,United Kingdom
INV000887,CUST0172,2023-05-08 05:18:00,1,47.14,47.14,Electronics,France
INV000107,CUST0144,2023-05-08 08:00:00,3,86.81,260.43,Home & Kitchen,United Kingdom
INV000644,CUST0053,2023-05-08 12:30:00,5,282.6,1413.0,Electronics,Germany
INV002871,CUST0089,2023-05-09 02:58:00,7,92.53,647.71,Sports,United Kingdom
INV002614,CUST0185,2023-05-09 08:30:00,1,53.31,53.31,Home & Kitchen,United Kingdom
INV000015,CUST0104,2023-05-09 11:04:00,5,64.74,323.7,Electronics,United Kingdom
INV000399,CUST0039,2023-05-10 03:20:00,6,60.41,362.46,Electronics,United Kingdom
INV000919,CUST0076,2023-05-11 08:35:00,5,100.96,504.8,Beauty,United Kingdom
INV001304,CUST0250,2023-05-12 02:33:00,3,160.76,482.28,Home & Kitchen,United Kingdom
INV002982,CUST0192,2023-05-12 04:07:00,5,36.53,182.65,Home & Kitchen,United Kingdom
INV002882,CUST0137,2023-05-12 18:00:00,4,33.56,134.24,Clothing,Spain
INV001394,CUST0149,2023-05-13 06:56:00,1,59.24,59.24,Clothing,France
INV001716,CUST0226,2023-05-13 07:13:00,2,53.88,107.76,Beauty,United Kingdom
INV001576,CUST0190,2023-05-13 10:28:00,1,32.81,32.81,Beauty,Germany
INV002416,CUST0089,2023-05-13 13:24:00,4,205.69,822.76,Beauty,United Kingdom
INV001390,CUST0036,2023-05-13 19:24:00,8,142.51,1140.08,Beauty,United Kingdom
INV002260,CUST0165,2023-05-14 08:50:00,5,69.39,346.95,Sports,Netherlands
INV000354,CUST0076,2023-05-14 14:04:00,5,201.23,1006.15,Electronics,Germany
INV000182,CUST0033,2023-05-14 14:26:00,2,34.03,68.06,Beauty,Netherlands
INV002255,CUST0118,2023-05-14 18:12:00,5,39.61,198.05,Sports,Netherlands
INV002666,CUST0149,2023-05-14 20:32:00,1,38.1,38.1,Electronics,Spain
INV000893,CUST0065,2023-05-15 12:05:00,4,53.0,212.0,Beauty,Netherlands
INV002883,CUST0099,2023-05-15 12:40:00,2,37.97,75.94,Beauty,France
INV002132,CUST0093,2023-05-15 20:30:00,4,167.57,670.28,Electronics,United Kingdom
INV002118,CUST0146,2023-05-15 21:47:00,1,47.33,47.33,Home & Kitchen,United Kingdom
INV002579,CUST0100,2023-05-17 01:01:00,1,44.63,44.63,Electronics,France
INV001495,CUST0199,2023-05-17 06:15:00,5,119.63,598.15,Sports,United Kingdom
INV000881,CUST0178,2023-05-17 21:46:00,2,80.16,160.32,Clothing,Germany
INV000972,CUST0053,2023-05-17 22:47:00,6,129.68,778.08,Clothing,Spain
INV002290,CUST0245,2023-05-18 05:07:00,2,45.17,90.34,Beauty,United Kingdom
INV000004,CUST0215,2023-05-18 05:46:00,7,126.69,886.83,Beauty,United Kingdom
INV001029,CUST0076,2023-05-18 16:21:00,2,55.41,110.82,Clothing,United Kingdom
INV001523,CUST0234,2023-05-18 17:09:00,3,76.63,229.89,Clothing,United Kingdom
INV002041,CUST0103,2023-05-18 22:47:00,3,78.93,236.79,Electronics,United Kingdom
INV000095,CUST0103,2023-05-19 03:50:00,2,113.56,227.12,Clothing,United Kingdom
INV000094,CUST0005,2023-05-19 06:03:00,1,36.62,36.62,Home & Kitchen,Germany
INV000254,CUST0135,2023-05-19 06:42:00,10,205.57,2055.7,Electronics,United Kingdom
INV001700,CUST0123,2023-05-19 06:49:00,1,65.62,65.62,Beauty,Germany
INV002768,CUST0210,2023-05-19 09:34:00,1,36.68,36.68,Electronics,United Kingdom
INV000208,CUST0002,2023-05-19 20:45:00,10,157.92,1579.2,Sports,United Kingdom
INV000747,CUST0018,2023-05-19 22:19:00,2,70.62,141.24,Clothing,United Kingdom
INV002508,CUST0035,2023-05-20 08:41:00,11,219.75,2417.25,Home & Kitchen,United Kingdom
INV001250,CUST0088,2023-05-20 11:12:00,2,100.7,201.4,Clothing,Spain
INV002622,CUST0067,2023-05-20 17:03:00,1,51.72,51.72,Clothing,United Kingdom
INV000450,CUST0049,2023-05-20 23:33:00,4,91.34,365.36,Electronics,United Kingdom
INV000196,CUST0147,2023-05-20 23:41:00,6,64.13,384.78,Clothing,United Kingdom
INV000547,CUST0095,2023-05-21 06:43:00,4,77.63,310.52,Home & Kitchen,Germany
INV002117,CUST0198,2023-05-23 04:44:00,5,126.38,631.9,Electronics,Netherlands
INV001292,CUST0140,2023-05-23 04:57:00,8,152.4,1219.2,Home & Kitchen,Germany
INV002249,CUST0008,2023-05-23 13:25:00,5,111.01,555.05,Home & Kitchen,United Kingdom
INV001205,CUST0063,2023-05-23 15:19:00,4,108.31,433.24,Clothing,France
INV002545,CUST0172,2023-05-23 19:31:00,1,41.95,41.95,Beauty,United Kingdom
INV002481,CUST0080,2023-05-24 09:02:00,1,46.95,46.95,Electronics,United Kingdom
INV001021,CUST0184,2023-05-24 18:47:00,6,133.48,800.88,Home & Kitchen,Germany
INV000207,CUST0247,2023-05-24 21:27:00,7,85.25,596.75,Sports,Germany
INV002430,CUST0049,2023-05-25 05:42:00,3,78.64,235.92,Clothing,United Kingdom
INV001176,CUST0179,2023-05-25 08:50:00,7,232.75,1629.25,Sports,Germany
INV001329,CUST0246,2023-05-25 15:49:00,8,192.84,1542.72,Sports,United Kingdom
INV000471,CUST0156,2023-05-25 17:36:00,1,45.17,45.17,Home & Kitchen,Germany
INV000298,CUST0062,2023-05-26 04:53:00,2,64.51,129.02,Beauty,United Kingdom
INV000488,CUST0155,2023-05-26 15:45:00,6,81.41,488.46,Beauty,United Kingdom
INV000024,CUST0127,2023-05-26 19:48:00,5,103.68,518.4,Home & Kitchen,Germany
INV002678,CUST0070,2023-05-26 22:54:00,10,199.57,1995.7,Clothing,United Kingdom
INV001169,CUST0049,2023-05-27 00:50:00,1,23.47,23.47,Sports,United Kingdom
INV000350,CUST0235,2023-05-27 02:07:00,1,37.6,37.6,Beauty,United Kingdom
INV000103,CUST0099,2023-05-27 05:02:00,1,26.31,26.31,Clothing,Netherlands
INV000768,CUST0145,2023-05-27 13:48:00,5,68.03,340.15,Beauty,United Kingdom
INV002100,CUST0045,2023-05-27 15:52:00,1,41.16,41.16,Electronics,United Kingdom
INV000753,CUST0192,2023-05-27 16:44:00,4,74.76,299.04,Beauty,France
INV002065,CUST0114,2023-05-27 17:29:00,9,195.81,1762.29,Home & Kitchen,France
INV001108,CUST0149,2023-05-27 21:47:00,2,23.99,47.98,Sports,Germany
INV000714,CUST0026,2023-05-27 22:08:00,6,213.79,1282.74,Beauty,Netherlands
INV002690,CUST0008,2023-05-28 02:31:00,8,73.25,586.0,Sports,Spain
INV002425,CUST0147,2023-05-28 20:09:00,4,82.69,330.76,Electronics,France
INV000357,CUST0186,2023-05-28 21:17:00,5,73.72,368.6,Beauty,Germany
INV002361,CUST0072,2023-05-29 01:23:00,1,37.32,37.32,Electronics,United Kingdom
INV000435,CUST0047,2023-05-29 10:37:00,2,73.26,146.52,Clothing,United Kingdom
INV002663,CUST0172,2023-05-29 12:12:00,4,39.06,156.24,Home & Kitchen,Germany
INV000257,CUST0245,2023-05-29 18:01:00,1,36.69,36.69,Clothing,United Kingdom
INV001758,CUST0097,2023-05-29 19:00:00,2,82.99,165.98,Sports,Germany
INV001244,CUST0092,2023-05-29 22:37:00,1,85.11,85.11,Home & Kitchen,United Kingdom
INV002895,CUST0004,2023-05-30 00:11:00,4,61.58,246.32,Electronics,United Kingdom
INV000986,CUST0244,2023-05-30 03:33:00,4,67.91,271.64,Sports,United Kingdom
INV000561,CUST0078,2023-05-30 21:05:00,1,35.49,35.49,Electronics,United Kingdom
